组别,代码,名称,昨日弱势依据,昨日涨跌幅%,昨日最高价,昨日收盘价,竞价价格,竞价涨幅%,竞价成交额元,昨日竞价成交额元,竞价额较昨日倍数,竞价换手率%,昨日回落收复比例,未通过条件
B,000554.SZ,泰山石油,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.957382,6.5,6.31,6.25,-0.950872,2134375.0,2069138.0,1.031529,0.095045,-0.315789,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600489.SH,中金黄金,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-5.233941,25.2,23.9,24.5,2.51046,31756900.0,30843644.0,1.029609,0.026741,0.461538,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002112.SZ,三变科技,昨日下跌至少1%,-1.098901,14.71,14.4,14.55,1.041667,321555.0,313416.0,1.025969,0.008433,0.483871,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000938.SZ,紫光股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.472631,33.98,32.8,33.35,1.676829,36911780.0,36123360.0,1.021826,0.038698,0.466102,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600531.SH,豫光金铅,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.620274,12.47,11.98,12.25,2.253756,2789325.0,2731302.0,1.021244,0.01883,0.55102,竞价额不足500万；竞价额未达到昨日1.5倍
B,002384.SZ,东山精密,昨日冲高回落且收于日内下半区,0.796875,199.37,193.53,197.0,1.793004,78543900.0,76953600.0,1.020666,0.02876,0.594178,竞价额未达到昨日1.5倍
B,002519.SZ,银河电子,昨日下跌至少1%,-1.80624,6.12,5.98,6.02,0.668896,2570540.0,2519153.0,1.020399,0.038008,0.285714,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002264.SZ,新华都,昨日下跌至少1%,-2.316076,7.35,7.17,7.25,1.11576,3666325.0,3594136.0,1.020085,0.077691,0.444444,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603369.SH,今世缘,昨日下跌至少1%,-1.691865,27.82,27.31,27.23,-0.292933,838684.0,823147.0,1.018875,0.00247,-0.156863,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,601969.SH,海南矿业,昨日下跌至少1%,-2.754237,9.44,9.18,9.24,0.653595,390852.0,384170.0,1.017393,0.002145,0.230769,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,001309.SZ,德明利,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.014963,410.58,396.93,408.11,2.816618,32893666.0,32336150.0,1.017241,0.048782,0.819048,竞价额未达到昨日1.5倍
B,001316.SZ,润贝航科,昨日下跌至少1%,-1.880099,28.33,27.66,27.81,0.542299,556200.0,547036.0,1.016752,0.013301,0.223881,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002724.SZ,海洋王,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-6.05227,7.27,6.83,6.79,-0.585652,2846368.0,2806368.0,1.014253,0.074001,-0.090909,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603331.SH,百达精工,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.984674,13.09,12.53,12.65,0.957702,216315.0,213367.0,1.013817,0.008458,0.214286,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,601608.SH,中信重工,昨日下跌至少1%,-1.057082,4.74,4.68,4.68,0.0,906048.0,897744.0,1.00925,0.004227,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600186.SH,莲花控股,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.096273,13.12,12.61,12.77,1.268834,13776276.0,13650767.0,1.009194,0.060297,0.313725,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600635.SH,大众公用,昨日下跌至少1%,-1.525054,4.57,4.52,4.52,0.0,300128.0,297964.0,1.007263,0.002745,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,601088.SH,中国神华,昨日下跌至少1%,-1.316348,47.09,46.48,46.2,-0.60241,4019400.0,3999700.0,1.004925,0.000528,-0.459016,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002825.SZ,纳尔股份,昨日下跌至少1%,-1.25261,9.62,9.46,9.5,0.422833,20900.0,20834.0,1.003168,0.000853,0.25,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000603.SZ,盛达资源,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-6.918061,35.98,32.83,34.33,4.568992,24442960.0,24399036.0,1.0018,0.106792,0.47619,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,003018.SZ,金富科技,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.889827,50.67,48.8,49.11,0.635246,3933711.0,3931694.0,1.000513,0.028154,0.165775,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600096.SH,云天化,昨日下跌至少1%,-1.5315,28.74,28.29,28.4,0.38883,2717880.0,2722720.0,0.998222,0.00525,0.244444,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002402.SZ,和而泰,昨日下跌至少1%,-1.285485,18.8,18.43,18.56,0.705372,621760.0,623100.0,0.997849,0.004093,0.351351,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600779.SH,水井坊,昨日下跌至少1%,-1.129723,25.72,25.38,25.5,0.472813,107100.0,107520.0,0.996094,0.000862,0.352941,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600207.SH,安彩高科,昨日下跌至少1%,-1.848049,4.88,4.78,4.8,0.41841,1762560.0,1770732.0,0.995385,0.033709,0.2,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600323.SH,瀚蓝环境,昨日下跌至少1%,-1.317568,29.69,29.21,29.38,0.581992,82264.0,82852.0,0.992903,0.000343,0.354167,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600162.SH,香江控股,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.821656,4.71,4.53,4.53,0.0,1564209.0,1581550.0,0.989035,0.010565,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600776.SH,东方通信,昨日下跌至少1%,-1.623616,13.69,13.33,13.5,1.275319,1085400.0,1097460.0,0.989011,0.00841,0.472222,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600298.SH,安琪酵母,昨日下跌至少1%,-1.432099,40.78,39.92,39.92,0.0,558880.0,565740.0,0.987874,0.001627,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002237.SZ,恒邦股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.797468,14.25,13.68,13.89,1.535088,3141918.0,3187275.0,0.985769,0.018971,0.368421,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002850.SZ,科达利,昨日冲高回落且收于日内下半区,0.256059,174.92,168.36,170.05,1.003801,1037305.0,1054683.0,0.983523,0.002909,0.257622,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600397.SH,江钨装备,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.680653,17.58,16.7,16.99,1.736527,4665454.0,4752090.0,0.981769,0.027738,0.329545,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603936.SH,博敏电子,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-4.15364,22.7,21.46,21.8,1.584343,7106800.0,7242168.0,0.981308,0.051713,0.274194,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002163.SZ,海南发展,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-9.965636,8.74,7.86,7.65,-2.671756,2343195.0,2391264.0,0.979898,0.038118,-0.238636,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603650.SH,彤程新材,昨日冲高回落且收于日内下半区,4.241812,75.96,72.25,73.06,1.121107,26659594.0,27228435.0,0.979109,0.059233,0.218329,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,001208.SZ,华菱线缆,昨日下跌至少1%,-2.640971,13.99,13.64,13.76,0.879765,194016.0,198627.0,0.976786,0.004424,0.342857,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000831.SZ,中国稀土,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.449278,54.99,53.37,54.0,1.180438,4627800.0,4752300.0,0.973802,0.008076,0.388889,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600578.SH,京能电力,昨日下跌至少1%,-2.752294,5.43,5.3,5.31,0.188679,1651941.0,1698740.0,0.972451,0.004647,0.076923,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000823.SZ,超声电子,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.582803,25.07,24.22,24.42,0.825764,82224582.0,84633300.0,0.971539,0.565964,0.235294,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600360.SH,华微电子,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-4.422383,11.04,10.59,10.78,1.794145,6679288.0,6901184.0,0.967847,0.064522,0.422222,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603722.SH,阿科力,昨日下跌至少1%,-1.004503,29.08,28.58,28.67,0.314906,108946.0,112593.0,0.967609,0.003946,0.18,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600916.SH,中国黄金,昨日下跌至少1%,-2.887139,7.58,7.4,7.47,0.945946,1055511.0,1098578.0,0.960798,0.008411,0.388889,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600378.SH,昊华科技,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.580512,49.15,47.19,47.96,1.631702,15093012.0,15721420.0,0.960029,0.029341,0.392857,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002015.SZ,协鑫能科,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-4.453682,16.7,16.09,16.2,0.683654,6475140.0,6761016.0,0.957717,0.024622,0.180328,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000519.SZ,中兵红箭,昨日下跌至少1%,-1.814647,15.51,15.15,15.31,1.056106,4035716.0,4221140.0,0.956073,0.018929,0.444444,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600783.SH,鲁信创投,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.298096,15.4,14.88,14.92,0.268817,1292072.0,1358140.0,0.951354,0.011634,0.076923,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603358.SH,华达科技,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.471572,47.08,44.19,44.39,0.452591,776825.0,817180.0,0.950617,0.00379,0.069204,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,601665.SH,齐鲁银行,昨日下跌至少1%,-1.289398,7.03,6.89,6.87,-0.290276,1037370.0,1093416.0,0.948742,0.002454,-0.142857,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000591.SZ,太阳能,昨日下跌至少1%,-1.83908,4.34,4.27,4.27,0.0,547841.0,580220.0,0.944195,0.003287,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,605598.SH,上海港湾,昨日下跌至少1%,-2.059774,24.88,24.25,24.43,0.742268,102606.0,108680.0,0.944111,0.001744,0.285714,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603900.SH,莱绅通灵,昨日下跌至少1%,-5.774648,6.92,6.69,6.85,2.391629,4342900.0,4609365.0,0.942191,0.184989,0.695652,竞价额不足500万；竞价额未达到昨日1.5倍
B,002049.SZ,紫光国微,昨日下跌至少1%,-1.092534,60.55,59.75,60.34,0.987448,4374650.0,4663554.0,0.938051,0.008599,0.7375,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍
B,000990.SZ,诚志股份,昨日下跌至少1%,-1.700155,6.48,6.36,6.39,0.471698,693954.0,740355.0,0.937326,0.006383,0.25,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002169.SZ,智光电气,昨日冲高回落且收于日内下半区,2.244582,13.65,13.21,13.47,1.968206,3459096.0,3694200.0,0.936359,0.033748,0.590909,竞价额不足500万；竞价额未达到昨日1.5倍
B,000631.SZ,顺发恒能,昨日下跌至少1%,-1.355932,2.94,2.91,2.91,0.0,46269.0,49810.0,0.92891,0.000691,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600884.SH,杉杉股份,昨日下跌至少1%,-1.519214,11.22,11.02,11.07,0.453721,776007.0,835863.0,0.92839,0.00382,0.25,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603800.SH,洪田股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.80578,60.01,57.85,59.01,2.005186,472080.0,509120.0,0.927247,0.003846,0.537037,竞价额不足500万；竞价额未达到昨日1.5倍
B,002386.SZ,天原股份,昨日下跌至少1%,-1.522843,5.91,5.82,5.84,0.343643,143664.0,155232.0,0.925479,0.00189,0.222222,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000027.SZ,深圳能源,昨日下跌至少1%,-2.197802,6.36,6.23,6.23,0.0,361340.0,390525.0,0.925267,0.001219,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603386.SH,骏亚科技,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-6.479023,18.73,17.61,17.7,0.511073,2454990.0,2653315.0,0.925254,0.042504,0.080357,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
A,600088.SH,中视传媒,昨日炸板未封住,7.641196,16.56,16.2,15.2,-6.17284,27980160.0,30267000.0,0.924444,0.462854,-2.777778,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,001212.SZ,中旗新材,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-4.586902,36.12,34.53,34.83,0.86881,982206.0,1073098.0,0.915299,0.015612,0.188679,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002171.SZ,楚江新材,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-5.239386,11.05,10.49,10.65,1.525262,4353720.0,4762215.0,0.914222,0.025309,0.285714,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600740.SH,山西焦化,昨日下跌至少1%,-1.041667,3.84,3.8,3.76,-1.052632,792984.0,867495.0,0.914108,0.008231,-1.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002654.SZ,万润科技,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.837456,14.4,13.89,14.16,1.943844,4233840.0,4651920.0,0.910127,0.035374,0.529412,竞价额不足500万；竞价额未达到昨日1.5倍
B,002011.SZ,盾安环境,昨日冲高回落且收于日内下半区,2.122987,14.45,13.95,13.81,-1.003584,3234302.0,3574822.0,0.904745,0.022063,-0.28,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002429.SZ,兆驰股份,昨日下跌至少1%,-1.591187,8.27,8.04,8.15,1.368159,2200500.0,2434050.0,0.904049,0.005968,0.478261,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002119.SZ,康强电子,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.258065,24.98,24.24,24.77,2.186469,7232840.0,8022060.0,0.901619,0.077808,0.716216,竞价额未达到昨日1.5倍
A,002068.SZ,黑猫股份,昨日炸板未封住,-0.986193,11.15,10.04,10.14,0.996016,40056042.0,44427864.0,0.901597,0.537452,0.09009,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600507.SH,方大特钢,昨日下跌至少1%,-1.449275,4.18,4.08,4.09,0.245098,237220.0,265095.0,0.894849,0.002507,0.1,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002244.SZ,滨江集团,昨日下跌至少1%,-1.767677,7.92,7.78,7.8,0.257069,325260.0,364381.0,0.892637,0.001512,0.142857,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,601698.SH,中国卫通,昨日下跌至少1%,-1.753653,24.12,23.53,23.63,0.424989,689996.0,775880.0,0.889308,0.000691,0.169492,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000428.SZ,华天酒店,昨日冲高回落且收于日内下半区,-0.738916,4.19,4.03,4.0,-0.744417,3618800.0,4069312.0,0.88929,0.08879,-0.1875,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603355.SH,莱克电气,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.069467,30.99,30.0,29.92,-0.266667,685168.0,772380.0,0.887087,0.003994,-0.080808,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603826.SH,坤彩科技,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.752843,16.86,16.25,16.54,1.784615,797228.0,900224.0,0.885588,0.005659,0.47541,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000062.SZ,深圳华强,昨日下跌至少1%,-1.6122,23.09,22.58,22.9,1.417183,2104510.0,2377188.0,0.885294,0.008796,0.627451,竞价额不足500万；竞价额未达到昨日1.5倍
